,reported_acceptor,reported_donor,reference,DOI,Voc,Jsc,FF,PCE,acceptor_type,acceptor_class,fused_rings_in_core,donor_type,acc_SMILES_sidechains,acc_SMILES_shortened_sidechains,don_SMILES_sidechains,don_SMILES_shortened_sidechains
144,ITIC,PBDTTAZ-NaPh,,10.1039/C8TA07134A,0.9359999999999999,18.21,67.8,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCCCCCCCCCC(CCCCCCCCCCCC)CSC1=CC=C(S1)C2=C3C=C(C4=CC=C(C5=C(C(F)=CC6=NN(CC(CCCCCCCC)CCCCCC)N=C65)F)S4)SC3=C(C7=CC8=C(C=CC=C8)C=C7)C9=C2SC(C%10=CC=C(C(C%11=NN(CC(CCCCCCCC)CCCCCC)N=C%11%12)=C(F)C(F)=C%12C%13=CC=C(S%13)C%14=CC%15=C(C%16=CC=C(SCC(CCCCCCCCCCCC)CCCCCCCCCC)S%16)C%17=C(C(C%18=CC%19=C(C=CC=C%19)C=C%18)=C%15S%14)C=C(S%17)C%20=CC=C(C(C%21=NN(CC(CCCCCCCC)CCCCCC)N=C%21%22)=C(F)C(F)=C%22C%23=CC=C(S%23)C%24=CC%25=C(C%26=CC=C(SCC(CCCCCCCCCCCC)CCCCCCCCCC)S%26)C%27=C(C(C%28=CC%29=C(C=CC=C%29)C=C%28)=C%25S%24)C=C(S%27)C%30=CC=CS%30)S%20)S%10)=C9,CCSc1ccc(-c2c3ccsc3c(-c3ccc4ccccc4c3)c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc%16ccccc%16c%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc%10ccccc%10c9)c8s7)s6)c6nn(CC)nc56)s4)sc23)s1
145,ITIC,PTBFSEH-BDD,,10.1039/C8TA07544A,0.935,17.06,64.08,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C(O5)=CC6=C5C(C7=CC=C(SCC(CC)CCCC)S7)=C(C=C(C8=CC=C(C9=C%10C(C(C%11=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%11C%10=O)=O)=C(C%12=CC=C(C(O%13)=CC%14=C%13C(C%15=CC=C(SCC(CC)CCCC)S%15)=C(C=C(C%16=CC=C(C%17=C%18C(C(C%19=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%19C%18=O)=O)=C(C%20=CC=CS%20)S%17)S%16)S%21)C%21=C%14C%22=CC=C(SCC(CC)CCCC)S%22)S%12)S9)S8)S%23)C%23=C6C%24=CC=C(SCC(CC)CCCC)S%24)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=CC=C(SCC(CC)CCCC)S%28)C%29=C(C=CO%29)C(C%30=CC=C(SCC(CC)CCCC)S%30)=C%27S%26)=C31)=O,O=C1C2=C(CC)SC(CC)=C2C(C3=C(C4=CC=C(C(O5)=CC6=C5C(C7=CC=C(SCC)S7)=C(C=C(C8=CC=C(C9=C%10C(C(C%11=C(CC)SC(CC)=C%11C%10=O)=O)=C(C%12=CC=C(C(O%13)=CC%14=C%13C(C%15=CC=C(SCC)S%15)=C(C=C(C%16=CC=C(C%17=C%18C(C(C%19=C(CC)SC(CC)=C%19C%18=O)=O)=C(C%20=CC=CS%20)S%17)S%16)S%21)C%21=C%14C%22=CC=C(SCC)S%22)S%12)S9)S8)S%23)C%23=C6C%24=CC=C(SCC)S%24)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=CC=C(SCC)S%28)C%29=C(C=CO%29)C(C%30=CC=C(SCC)S%30)=C%27S%26)=C31)=O
146,ITIC,PTBFSDO-BDD,,10.1039/C8TA07544A,0.9279999999999999,17.24,66.1,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C(O5)=CC6=C5C(C7=CC=C(SCCCCCCCCCCCC)S7)=C(C=C(C8=CC=C(C9=C%10C(C(C%11=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%11C%10=O)=O)=C(C%12=CC=C(C(O%13)=CC%14=C%13C(C%15=CC=C(SCCCCCCCCCCCC)S%15)=C(C=C(C%16=CC=C(C%17=C%18C(C(C%19=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%19C%18=O)=O)=C(C%20=CC=CS%20)S%17)S%16)S%21)C%21=C%14C%22=CC=C(SCCCCCCCCCCCC)S%22)S%12)S9)S8)S%23)C%23=C6C%24=CC=C(SCCCCCCCCCCCC)S%24)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=CC=C(SCCCCCCCCCCCC)S%28)C%29=C(C=CO%29)C(C%30=CC=C(SCCCCCCCCCCCC)S%30)=C%27S%26)=C31)=O,O=C1C2=C(CC)SC(CC)=C2C(C3=C(C4=CC=C(C(O5)=CC6=C5C(C7=CC=C(SCC)S7)=C(C=C(C8=CC=C(C9=C%10C(C(C%11=C(CC)SC(CC)=C%11C%10=O)=O)=C(C%12=CC=C(C(O%13)=CC%14=C%13C(C%15=CC=C(SCC)S%15)=C(C=C(C%16=CC=C(C%17=C%18C(C(C%19=C(CC)SC(CC)=C%19C%18=O)=O)=C(C%20=CC=CS%20)S%17)S%16)S%21)C%21=C%14C%22=CC=C(SCC)S%22)S%12)S9)S8)S%23)C%23=C6C%24=CC=C(SCC)S%24)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=CC=C(SCC)S%28)C%29=C(C=CO%29)C(C%30=CC=C(SCC)S%30)=C%27S%26)=C31)=O
147,ITIC,PTBFEH-BDD,,10.1039/C8TA07544A,0.893,17.76,70.16,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C1C2=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C(O5)=CC6=C5C(C7=CC=C(CC(CC)CCCC)S7)=C(C=C(C8=CC=C(C9=C%10C(C(C%11=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%11C%10=O)=O)=C(C%12=CC=C(C(O%13)=CC%14=C%13C(C%15=CC=C(CC(CC)CCCC)S%15)=C(C=C(C%16=CC=C(C%17=C%18C(C(C%19=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%19C%18=O)=O)=C(C%20=CC=CS%20)S%17)S%16)S%21)C%21=C%14C%22=CC=C(CC(CC)CCCC)S%22)S%12)S9)S8)S%23)C%23=C6C%24=CC=C(CC(CC)CCCC)S%24)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=CC=C(CC(CC)CCCC)S%28)C%29=C(C=CO%29)C(C%30=CC=C(CC(CC)CCCC)S%30)=C%27S%26)=C31)=O,O=C1C2=C(CC)SC(CC)=C2C(C3=C(C4=CC=C(C(O5)=CC6=C5C(C7=CC=C(CC)S7)=C(C=C(C8=CC=C(C9=C%10C(C(C%11=C(CC)SC(CC)=C%11C%10=O)=O)=C(C%12=CC=C(C(O%13)=CC%14=C%13C(C%15=CC=C(CC)S%15)=C(C=C(C%16=CC=C(C%17=C%18C(C(C%19=C(CC)SC(CC)=C%19C%18=O)=O)=C(C%20=CC=CS%20)S%17)S%16)S%21)C%21=C%14C%22=CC=C(CC)S%22)S%12)S9)S8)S%23)C%23=C6C%24=CC=C(CC)S%24)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=CC=C(CC)S%28)C%29=C(C=CO%29)C(C%30=CC=C(CC)S%30)=C%27S%26)=C31)=O
148,ITIC,PBDTBDD-PhPh,,10.1039/C8TA11363G,0.9359999999999999,16.27,51.3,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C1C2=C(SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C(S5)=CC(C(C6=CC=C(C7=CC=CC=C7)C=C6)=C8S9)=C5C(C%10=CC=C(S%10)SCC(CCCCCCCCCC)CCCCCCCCCCCC)=C8C=C9C(S%11)=CC=C%11C%12=C(C(C%13=C(SC(CC(CC)CCCC)=C%13C%14=O)CC(CCCC)CC)=O)C%14=C(C%15=CC=C(C(S%16)=CC(C(C%17=CC=C(C%18=CC=CC=C%18)C=C%17)=C%19S%20)=C%16C(C%21=CC=C(S%21)SCC(CCCCCCCCCC)CCCCCCCCCCCC)=C%19C=C%20C(S%22)=CC=C%22C%23=C(C(C%24=C(SC(CC(CC)CCCC)=C%24C%25=O)CC(CCCC)CC)=O)C%25=C(C%26=CC=CS%26)S%23)S%15)S%12)S4)SC(C%27=CC=C(S%27)C%28=CC%29=C(C%30=C(C=CS%30)C(C%31=CC=C(C%32=CC=CC=C%32)C=C%31)=C%29S%28)C%33=CC=C(S%33)SCC(CCCCCCCCCC)CCCCCCCCCCCC)=C31)=O)CC(CCCC)CC,O=C1C2=C(SC(CC)=C2C(C3=C(C4=CC=C(C(S5)=CC(C(C6=CC=C(C7=CC=CC=C7)C=C6)=C8S9)=C5C(C%10=CC=C(S%10)SCC)=C8C=C9C(S%11)=CC=C%11C%12=C(C(C%13=C(SC(CC)=C%13C%14=O)CC)=O)C%14=C(C%15=CC=C(C(S%16)=CC(C(C%17=CC=C(C%18=CC=CC=C%18)C=C%17)=C%19S%20)=C%16C(C%21=CC=C(S%21)SCC)=C%19C=C%20C(S%22)=CC=C%22C%23=C(C(C%24=C(SC(CC)=C%24C%25=O)CC)=O)C%25=C(C%26=CC=CS%26)S%23)S%15)S%12)S4)SC(C%27=CC=C(S%27)C%28=CC%29=C(C%30=C(C=CS%30)C(C%31=CC=C(C%32=CC=CC=C%32)C=C%31)=C%29S%28)C%33=CC=C(S%33)SCC)=C31)=O)CC
149,ITIC,PBDTBDD-Ph,,10.1039/C8TA11363G,0.935,16.94,62.5,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C1C2=C(SC(CC(CC)CCCC)=C2C(C3=C(C4=CC=C(C(S5)=CC(C(C6=CC=CC=C6)=C7S8)=C5C(C9=CC=C(S9)SCC(CCCCCCCCCC)CCCCCCCCCCCC)=C7C=C8C(S%10)=CC=C%10C%11=C(C(C%12=C(SC(CC(CC)CCCC)=C%12C%13=O)CC(CCCC)CC)=O)C%13=C(C%14=CC=C(C(S%15)=CC(C(C%16=CC=CC=C%16)=C%17S%18)=C%15C(C%19=CC=C(S%19)SCC(CCCCCCCCCC)CCCCCCCCCCCC)=C%17C=C%18C(S%20)=CC=C%20C%21=C(C(C%22=C(SC(CC(CC)CCCC)=C%22C%23=O)CC(CCCC)CC)=O)C%23=C(C%24=CC=CS%24)S%21)S%14)S%11)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=C(C=CS%28)C(C%29=CC=CC=C%29)=C%27S%26)C%30=CC=C(S%30)SCC(CCCCCCCCCC)CCCCCCCCCCCC)=C31)=O)CC(CCCC)CC,O=C1C2=C(SC(CC)=C2C(C3=C(C4=CC=C(C(S5)=CC(C(C6=CC=CC=C6)=C7S8)=C5C(C9=CC=C(S9)SCC)=C7C=C8C(S%10)=CC=C%10C%11=C(C(C%12=C(SC(CC)=C%12C%13=O)CC)=O)C%13=C(C%14=CC=C(C(S%15)=CC(C(C%16=CC=CC=C%16)=C%17S%18)=C%15C(C%19=CC=C(S%19)SCC)=C%17C=C%18C(S%20)=CC=C%20C%21=C(C(C%22=C(SC(CC)=C%22C%23=O)CC)=O)C%23=C(C%24=CC=CS%24)S%21)S%14)S%11)S4)SC(C%25=CC=C(S%25)C%26=CC%27=C(C%28=C(C=CS%28)C(C%29=CC=CC=C%29)=C%27S%26)C%30=CC=C(S%30)SCC)=C31)=O)CC
150,ITIC,P1_Li,,10.1039/C8TC00148K,0.9,13.81,59.9,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C(C1=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C12)C3=C(C4=CC=CS4)SC(C(S5)=CC=C5C6=CC7=C(C8=CC=CC=C8)C9=C(C=C(C(S%10)=CC=C%10C%11=C(C(C%12=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C%12C%13=O)=O)C%13=C(S%11)C(S%14)=CC=C%14C%15=CC%16=C(C%17=CC=CC=C%17)C%18=C(C=C(C(S%19)=CC=C%19C%20=C(C(C%21=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C%21C%22=O)=O)C%22=C(S%20)C(S%23)=CC=C%23C%24=CC%25=C(C%26=CC=CC=C%26)C%27=C(C=CS%27)C(OCC(CCCCCC)CCCCCCCC)=C%25S%24)S%18)C(OCC(CCCCCC)CCCCCCCC)=C%16S%15)S9)C(OCC(CCCCCC)CCCCCCCC)=C7S6)=C3C2=O,O=C(C1=C(CC)SC(CC)=C12)C3=C(C4=CC=CS4)SC(C(S5)=CC=C5C6=CC7=C(C8=CC=CC=C8)C9=C(C=C(C(S%10)=CC=C%10C%11=C(C(C%12=C(CC)SC(CC)=C%12C%13=O)=O)C%13=C(S%11)C(S%14)=CC=C%14C%15=CC%16=C(C%17=CC=CC=C%17)C%18=C(C=C(C(S%19)=CC=C%19C%20=C(C(C%21=C(CC)SC(CC)=C%21C%22=O)=O)C%22=C(S%20)C(S%23)=CC=C%23C%24=CC%25=C(C%26=CC=CC=C%26)C%27=C(C=CS%27)C(OCC)=C%25S%24)S%18)C(OCC)=C%16S%15)S9)C(OCC)=C7S6)=C3C2=O
151,ITIC,P2_Li,,10.1039/C8TC00148K,0.9,16.7,60.3,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,O=C(C1=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C12)C3=C(C4=CC=CS4)SC(C(S5)=CC=C5C6=CC7=C(C8=CC=C(OCC(CCCCCCCC)CCCCCC)C=C8)C9=C(C=C(C(S%10)=CC=C%10C%11=C(C(C%12=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C%12C%13=O)=O)C%13=C(S%11)C(S%14)=CC=C%14C%15=CC%16=C(C%17=CC=C(OCC(CCCCCCCC)CCCCCC)C=C%17)C%18=C(C=C(C(S%19)=CC=C%19C%20=C(C(C%21=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C%21C%22=O)=O)C%22=C(S%20)C(S%23)=CC=C%23C%24=CC%25=C(C%26=CC=C(OCC(CCCCCCCC)CCCCCC)C=C%26)C%27=C(C=CS%27)C(OCC(CCCCCC)CCCCCCCC)=C%25S%24)S%18)C(OCC(CCCCCC)CCCCCCCC)=C%16S%15)S9)C(OCC(CCCCCC)CCCCCCCC)=C7S6)=C3C2=O,O=C(C1=C(CC)SC(CC)=C12)C3=C(C4=CC=CS4)SC(C(S5)=CC=C5C6=CC7=C(C8=CC=C(OCC)C=C8)C9=C(C=C(C(S%10)=CC=C%10C%11=C(C(C%12=C(CC)SC(CC)=C%12C%13=O)=O)C%13=C(S%11)C(S%14)=CC=C%14C%15=CC%16=C(C%17=CC=C(OCC)C=C%17)C%18=C(C=C(C(S%19)=CC=C%19C%20=C(C(C%21=C(CC)SC(CC)=C%21C%22=O)=O)C%22=C(S%20)C(S%23)=CC=C%23C%24=CC%25=C(C%26=CC=C(OCC)C=C%26)C%27=C(C=CS%27)C(OCC)=C%25S%24)S%18)C(OCC)=C%16S%15)S9)C(OCC)=C7S6)=C3C2=O
152,ITIC,J100,,10.1039/C9TA03272J,0.951,17.7,73.65,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC=%11C=C(SC%11C%10C7(C%12=CC=C(C=C%12)CCCCCC)C%13=CC=C(C=C%13)CCCCCC)C=C%14C(=O)C=%15C=CC=CC%15C%14=C(C#N)C#N)C3,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCC[Si](CCC)(CCC)C1=CC=C(S1)C2=C3SC(C4=CC=C(C5=C(C(Cl)=CC6=NN(CC(CCCCCCCC)CCCCCC)N=C65)Cl)S4)=CC3=C(C7=CC=C([Si](CCC)(CCC)CCC)S7)C8=C2C=C(S8)C9=CC=C(C(C%10=NN(CC(CCCCCCCC)CCCCCC)N=C%10%11)=C(Cl)C(Cl)=C%11C%12=CC=C(S%12)C%13=CC%14=C(C%15=CC=C([Si](CCC)(CCC)CCC)S%15)C%16=C(C(C%17=CC=C([Si](CCC)(CCC)CCC)S%17)=C%14S%13)C=C(S%16)C%18=CC=C(C(C%19=NN(CC(CCCCCCCC)CCCCCC)N=C%19%20)=C(Cl)C(Cl)=C%20C%21=CC=C(S%21)C%22=CC%23=C(C%24=CC=C([Si](CCC)(CCC)CCC)S%24)C%25=C(C(C%26=CC=C([Si](CCC)(CCC)CCC)S%26)=C%23S%22)C=C(S%25)C%27=CC=CS%27)S%18)S9,CCn1nc2c(-c3cccs3)c(Cl)c(Cl)c(-c3ccc(-c4cc5c(-c6ccc([Si](CC)(CC)CC)s6)c6sc(-c7ccc(-c8c(Cl)c(Cl)c(-c9ccc(-c%10cc%11c(-c%12ccc([Si](CC)(CC)CC)s%12)c%12sc(-c%13ccc(-c%14c(Cl)c(Cl)c(-c%15ccc(-c%16cc%17c(-c%18ccc([Si](CC)(CC)CC)s%18)c%18sccc%18c(-c%18ccc([Si](CC)(CC)CC)s%18)c%17s%16)s%15)c%15nn(CC)nc%14%15)s%13)cc%12c(-c%12ccc([Si](CC)(CC)CC)s%12)c%11s%10)s9)c9nn(CC)nc89)s7)cc6c(-c6ccc([Si](CC)(CC)CC)s6)c5s4)s3)c2n1
153,ITC6-IC,PBDB-T,,10.1002/adfm.201705095,0.97,16.41,73.0,,sm,fused,7.0,polymer,N#CC(C#N)=C1C=2C=CC=CC2C(=O)C1=CC=3SC4=C(SC=5C=6C=C7C(=CC6C(C8=CC=C(C=C8)CCCCCC)(C9=CC=C(C=C9)CCCCCC)C45)C=%10SC%11=C(SC(C=C%12C(=O)C=%13C=CC=CC%13C%12=C(C#N)C#N)=C%11CCCCCC)C%10C7(C%14=CC=C(C=C%14)CCCCCC)C%15=CC=C(C=C%15)CCCCCC)C3CCCCCC,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5c(CC)c(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3c(CC)c(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,CCC(CCCC)CC1=CC=C(S1)C2=C3C(SC(C4=CC=C(S4)C(SC(C5=CC=C(C6=CC7=C(S6)C(C8=CC=C(CC(CCCC)CC)S8)=C9C(SC(C%10=CC=C(S%10)C(SC(C%11=CC=C(C%12=CC%13=C(S%12)C(C%14=CC=C(CC(CCCC)CC)S%14)=C%15C(SC(C%16=CC=C(S%16)C(SC(C%17=CC=CS%17)=C%18C%19=O)=C%18C(C%20=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%20%19)=O)=C%15)=C%13C%21=CC=C(CC(CCCC)CC)S%21)S%11)=C%22C%23=O)=C%22C(C%24=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%24%23)=O)=C9)=C7C%25=CC=C(CC(CCCC)CC)S%25)S5)=C%26C%27=O)=C%26C(C%28=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C%28%27)=O)=C3)=C(C%29=CC=C(CC(CCCC)CC)S%29)C%30=C2SC=C%30,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1
